,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
2019-08-04,BTC,ETH,XRP,BCH,LTC,BNB,USDT,EOS,BSV,XLM,XMR,TRX,ADA,LEO,DASH,XTZ,LINK,NEO,MIOTA,ETC,ATOM,MKR,XEM,ONT,CRO,ZEC,USDC,VSYS,INO,DOGE,BTG,BAT,VET,QTUM,DCR,EGT,HEDG,HT,OMG,TUSD,PAX,SLV,PLC,RVN,BTT,THR,KCS,LSK,NANO,BCD,KBC,HOT,NPXS,WAVES,NRG,AOA,XET,MONA,ZRX,QBIT,BTS,DGB,REP,IOST,ICX,THETA,BTM,GXC,KMD,HC,EKT,SC,NEX,INB,LAMB,BCN,XIN,QNT,REN,XVG,ZIL,AE,FXC,JCT,SAI,WTC,MAID,STEEM,ABBC,NET,SNT,XZC,ARDR,VEST,MCO,RIF,UUU,XMX,BXK,ENJ,ETP,SOLVE,GNT,ELF,NEXO,WAXP,GRIN,MXM,ELA,ZEN,CCC,STRAT,R,CIX100,NAS,PAI,ODE,ETN,ECOREAL,UIP,QASH,MANA,DENT,NULS,FSN,SAN,PPT,FCT,FTM,DGD,LRC,RDD,ORBS,VERI,LA,ARK,RHOC,BEAM,EURS,QKC,CHZ,ENG,SNX,GRN,BCZERO,TRUE,TOMO,KNC,AION,IGNIS,WICC,CMT,BNT,POWR,FST,BIX,DGTX,LOOM,WAN,AGVC,PTT,IPC,NEW,FX,TEL,LXT,MOAC,APL,ANT,RET,BZ,CELR,ABT,LINA,BHD,BTU,PIVX,HYN,TFUEL,C20,IOTX,RLC,BRD,ONE,BHP,POLY,STORJ,UNO,CTXC,MATIC,GBYTE,NXT,CRPT,GNO,TTC,GAS,ITC,GRS,BOTX,BFT
2019-08-11,BTC,ETH,XRP,BCH,LTC,BNB,USDT,EOS,BSV,XMR,XLM,ADA,TRX,LEO,DASH,XTZ,LINK,NEO,MIOTA,ATOM,ETC,XEM,MKR,ONT,CRO,ZEC,USDC,INO,VSYS,DOGE,VET,DCR,BTG,BAT,EKT,HOT,DGB,REP,AOA,MONA,BCN,KBC,BTS,ZRX,LAMB,NPXS,XIN,XET,IOST,THETA,FST,INB,QNT,BTM,ICX,SC,KMD,NEX,GXC,HC,REN,ABBC,QBIT,MAID,XVG,SAI,ZIL,NET,AE,FXC,SNT,BXK,WTC,VEST,STEEM,XZC,RIF,ZB,WIX,MCO,WAXP,MXM,ARDR,JCT,ETP,XMX,ENJ,GNT,GRIN,ODE,CIX100,CCC,ELA,NEXO,FTT,SOLVE,ETN,ELF,STRAT,DGD,ECOREAL,SLV,MANA,R,BITUSD,ZEN,PAI,IPC,NAS,DENT,SNX,DGTX,SAN,VERI,BCZERO,LA,PTT,QASH,RDD,FET,EURS,BEAM,MATIC,CVCC,PPT,QKC,FCT,RHOC,BCAC,LXT,FTM,LRC,FSN,NULS,ATP,UIP,ENG,NEW,BIX,TRUE,UUU,GRN,CRPT,MOAC,ARK,TOMO,ORBS,BNT,WICC,KNC,CHZ,LOOM,ONE,AION,TFUEL,AGVC,VALOR,FX,BC,BTC2,POWR,BZ,CMT,EDO,TEL,WAN,IGNIS,CELR,RET,C20,META,LINA,ANT,BHP,HYN,APL,BHD,NXT,IOTX,ABT,CSC,BRD,CNX,QTUM,EGT,HEDG,HT,OMG,TUSD,PAX,PLC,RVN,BTT,THR,KCS,LSK,NANO,BCD,WAVES,NRG
2019-08-18,BTC,ETH,XRP,BCH,LTC,BNB,USDT,EOS,BSV,XMR,XLM,ADA,LEO,TRX,LINK,DASH,XTZ,NEO,MIOTA,ETC,ATOM,MKR,XEM,USDC,ONT,CRO,ZEC,INO,VSYS,DOGE,DCR,VET,HT,QTUM,BTG,BAT,HEDG,TUSD,PAX,OMG,EGT,PLC,THR,LSK,ALGO,KCS,RVN,NANO,BTT,BCD,WAVES,NRG,HC,LAMB,BCN,AOA,BTS,DGB,HOT,REP,THETA,IOST,XIN,ZRX,INB,MONA,NPXS,EKT,ICX,KBC,XET,NEX,KMD,BTM,XVG,SC,QNT,NET,BXK,QBIT,GXC,MAID,SAI,REN,FXC,RIF,CCC,ZIL,AE,ETP,SNT,OKB,WTC,STEEM,WIX,ZB,ABBC,FST,ARDR,MCO,XZC,WAXP,GRIN,ENJ,GNT,MXM,ATP,VEST,ECOREAL,CIX100,NEXO,ELF,BEAM,ELA,JCT,ETN,R,FTT,ODE,DGTX,XMX,MANA,DGD,ZEN,STRAT,BCZERO,SNX,LA,PAI,IPC,RDD,EURS,LXT,SOLVE,NAS,CVCC,SAN,NULS,QKC,QASH,LRC,DENT,FET,FCT,PPT,NEW,CRPT,MATIC,LOOM,VITAE,ENG,TRUE,BZ,TOMO,FTM,USDK,WICC,BIX,BRD,PTT,ONE,FSN,KNC,AION,RHOC,BNT,CHZ,KIN,ARK,AGVC,TEL,EDO,UIP,CMT,CELR,GRN,ORBS,BTC2,MOAC,DTR,LINA,WAN,POWR,BHP,IGNIS,TFUEL,APL,C20,FX,CRE,VALOR,IOTX,ANT,ABT,STORJ,HYN,BCV,UUU,DAPS,AGI
2019-08-25,BTC,ETH,XRP,BCH,LTC,BNB,USDT,EOS,BSV,XLM,XMR,ADA,LEO,TRX,DASH,ETC,XTZ,MIOTA,LINK,NEO,MKR,ATOM,XEM,USDC,ONT,CRO,ZEC,INO,VSYS,DOGE,DCR,VET,BAT,QTUM,HT,HEDG,BTG,TUSD,PAX,OMG,PLC,THR,RVN,ALGO,LSK,NANO,KCS,BCD,BTT,WAVES,INB,NRG,OSC,HOT,ICX,DGB,THETA,BTS,ZRX,LAMB,REP,HC,AOA,BCN,XIN,NPXS,IOST,CCC,XET,MONA,KMD,KBC,NEX,BTM,SC,XVG,EKT,EGT,QNT,NET,SAI,ATP,BDX,BXK,QBIT,RIF,MAID,WIX,ZIL,AE,FXC,STEEM,ARDR,SNT,REN,ETP,GXC,WTC,OKB,ABBC,XZC,FST,JCT,ZB,GNT,MCO,ENJ,WAXP,BEAM,VITAE,MXM,WAN,ECOREAL,VEST,TOMO,GRIN,ELA,CIX100,ELF,FCT,NEXO,STRAT,PAI,SNX,SOLVE,MANA,DGD,LXT,ETN,BNK,ZEN,R,NAS,EURS,BCZERO,RDD,NULS,BQTX,NEW,ODE,LA,DTR,QASH,LRC,CVCC,IPC,LOOM,FTT,DENT,KNC,BZ,DGTX,ENG,CRPT,FET,MATIC,PPT,AION,SAN,USDK,QKC,TRUE,ORBS,WICC,FTM,IGNIS,BIX,ARK,BRD,PTT,BHD,ONE,FSN,CMT,LINA,POWR,CHZ,BNT,FX,TFUEL,XMX,CELR,GRN,MOAC,FUN,BHP,AGVC,TEL,BTU,TTC,VALOR,C20,STORJ,EDO,UIP,DDK,CRE,BCV,RHOC,ANT
2019-09-01,BTC,ETH,XRP,BCH,LTC,USDT,BNB,EOS,BSV,XMR,XLM,ADA,LEO,TRX,HT,DASH,ETC,XTZ,MIOTA,LINK,NEO,MKR,USDC,XEM,ATOM,ONT,CRO,INO,ZEC,DOGE,VSYS,HEDG,DCR,BAT,VET,QTUM,PAX,TUSD,BTG,THX,PLC,OMG,ZB,THR,RVN,LSK,KCS,NANO,BCD,INB,ALGO,BTT,WAVES,EKT,HOT,LAMB,NRG,BCN,ICX,XIN,THETA,DGB,OSC,ZRX,HC,AOA,NPXS,BTS,REP,CCC,ATP,IOST,NEX,KBC,MONA,NET,BTM,WIX,SC,SAI,MAID,FST,BXK,KMD,EGT,XVG,BDX,QNT,XET,QBIT,RIF,ZIL,WIN,AE,GNT,STEEM,ETP,ARDR,ENJ,SNT,FXC,ABBC,MCO,SNX,GXC,OKB,ECOREAL,WTC,REN,DRG,XZC,JCT,MXM,VEST,WAN,SOLVE,CIX100,WAXP,BHT,BEAM,ELF,NEXO,STRAT,ELA,VITAE,GRIN,DTR,R,PAI,EURS,BCZERO,IPC,ETN,ZEN,DENT,BNK,LXT,MANA,BQTX,RDD,CVCC,QASH,ODE,NAS,FCT,NEW,DGD,NULS,VERI,TOMO,BZ,LRC,FTM,FTT,USDK,SAN,LOOM,LA,DGTX,QKC,KNC,MATIC,AION,CRPT,PPT,WICC,LINA,ENG,ORBS,BHD,IGNIS,FSN,BIX,FET,ARK,TRUE,POWR,BNT,XMX,BCV,BRD,ULT,BHP,FX,BTU,ONE,TEL,DEX,CMT,RHOC,AGVC,TTC,STORJ,CHZ,XAC,MOAC,GRN,VALOR,PZM,PIVX
2019-09-08,BTC,ETH,XRP,BCH,LTC,USDT,EOS,BNB,BSV,XMR,ADA,XLM,LEO,TRX,HT,DASH,ETC,XTZ,MIOTA,NEO,LINK,ATOM,MKR,USDC,XEM,ONT,CRO,INO,ZEC,DOGE,VSYS,HEDG,DCR,PAX,BAT,THX,VET,QTUM,TUSD,BTG,THR,ZB,OMG,KBC,RVN,KCS,LSK,NANO,NET,BTT,REP,ALGO,CCC,INB,BCD,OSC,EKT,HOT,WAVES,THETA,DGB,XIN,HC,ICX,ZRX,BCN,AOA,LAMB,MAID,BTS,NPXS,KMD,XET,IOST,NEX,BTM,NRG,SAI,FST,SC,BXK,MONA,BDX,FXC,WIX,XVG,QBIT,MXM,RIF,QNT,ENJ,ZIL,AE,STEEM,ATP,ARDR,GNT,SNT,OKB,MCO,GXC,WIN,SNX,NEXO,ABBC,CIX100,WTC,ETP,XZC,VEST,XMX,BEAM,GRIN,DTR,ELF,VITAE,SOLVE,JCT,STRAT,RDD,BNK,DRG,ECOREAL,WAXP,LXT,REN,ELA,PLC,BCZERO,CVCC,EURS,FCT,ETN,QASH,BHT,DENT,R,MANA,BZ,CHZ,NAS,NEW,PAI,NULS,LRC,ZEN,FTT,BQTX,KNC,MATIC,FTM,WAN,SLV,DEX,IPC,SAN,LA,FX,USDK,TOMO,DGD,LOOM,DGTX,MB8,VERI,CRPT,BCV,WICC,FET,ARK,MOAC,BRD,ORBS,AION,EGT,LINA,ODE,ENG,A,QKC,BHP,BHD,BTC2,IGNIS,BTU,XAC,TRUE,BNT,SAFE,ONE,BIX,POWR,DIVI,AGVC,PERL,COCOS,PZM,ULT,FSN,VALOR
2019-09-15,BTC,ETH,XRP,BCH,LTC,USDT,EOS,BNB,BSV,XMR,ADA,XLM,LEO,TRX,HT,DASH,ETC,MIOTA,XTZ,ATOM,NEO,LINK,MKR,USDC,XEM,ONT,CRO,INO,ZEC,DOGE,HEDG,PAX,DCR,VSYS,BAT,THX,VET,QTUM,TUSD,BTG,THR,ZB,KCS,OMG,RVN,KBC,EKT,BTT,NANO,CCC,OSC,INB,REP,LSK,ALGO,BCD,WAVES,THETA,HOT,XIN,ICX,ZRX,MAID,DGB,HC,QNT,LAMB,NET,BTS,MONA,KMD,SAI,NPXS,BCN,IOST,BXK,BTM,XET,SC,MXM,FXC,QBIT,AOA,XVG,RIF,BDX,NRG,ZIL,SLV,AE,ARDR,GNT,WIX,ENJ,OKB,ETP,SNX,STEEM,ABBC,MCO,SNT,NEX,NEXO,ECOREAL,XZC,DTR,WIN,CIX100,BEAM,XMX,WTC,RDD,ELF,GRIN,WAXP,PLC,BNK,ETN,CVCC,BCZERO,KNC,ELA,SOLVE,NEW,REN,STRAT,EURS,BHT,BZ,GXC,MANA,DRG,JCT,DENT,FST,ATP,LRC,LXT,NAS,FET,FTT,R,DGTX,NULS,FCT,PAI,VITAE,BQTX,ZEN,QASH,BCV,LINA,FTM,SAN,USDK,GRN,MATIC,LA,DGD,AION,WICC,VEST,VERI,ODE,WAN,BHD,CRPT,CHZ,ORBS,ARK,ENG,TOMO,BHP,LOOM,BNT,IGNIS,XAC,MOAC,SAFE,PZM,TRUE,POWR,ANT,AGVC,IPC,BIX,FX,TEL,VALOR,BTU,PPT,BMC,FSN,SEELE,UIP,STORJ,RET,COCOS,ABT,C20
2019-09-22,BTC,ETH,XRP,BCH,LTC,USDT,EOS,BNB,BSV,XLM,ADA,XMR,TRX,LEO,HT,DASH,MIOTA,XTZ,ETC,NEO,LINK,ATOM,MKR,ONT,CRO,XEM,USDC,INO,ZEC,DOGE,HEDG,BAT,DCR,PAX,VET,VSYS,QTUM,THX,TUSD,BTG,ZB,THR,MB,OMG,RVN,ZRX,KCS,ABBC,EKT,KBC,NANO,BTT,REP,LSK,BCD,INB,ALGO,HOT,WAVES,CCC,QNT,ICX,SLV,OSC,THETA,DGB,XIN,HC,BTS,BCN,LAMB,SAI,SC,MAID,NPXS,MXM,BTM,QBIT,KMD,IOST,BXK,MONA,NRG,XVG,FXC,BDX,ARDR,SNX,SXP,RIF,AE,DTR,NEX,NET,ZIL,GNT,STEEM,AOA,NEXO,ETP,OKB,WIX,SNT,ENJ,MCO,BF,BEAM,WIN,CIX100,XZC,ELF,ETN,PLC,WTC,XMX,BCV,GRIN,RDD,DRG,REN,BCZERO,ELA,SOLVE,CRPT,CVCC,BNK,JCT,STRAT,EURS,BZ,MANA,KNC,ECOREAL,DENT,XET,VERI,FCT,NEW,FTT,LRC,BHT,ORBS,DGTX,GXC,NAS,PAI,CVC,NULS,VITAE,WAXP,ATP,BQTX,FNB,ZEN,FET,WICC,FX,DGD,ENG,R,USDK,SAN,QASH,MATIC,WAN,ANT,AGVC,AION,BHD,FTM,FST,LA,XAC,ODE,ARK,VEST,BNT,FAB,LXT,ADN,TRUE,BHP,TOMO,BOTX,GRN,IGNIS,LINA,MOF,LOOM,POWR,SAFE,FUN,PZM,SEELE,DAPS,HYN,STORJ,BIX,EDO,VALOR
2019-09-29,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XLM,LEO,ADA,XMR,TRX,HT,MIOTA,DASH,LINK,XTZ,ETC,NEO,MKR,USDC,ATOM,CRO,XEM,INO,ONT,ZEC,DOGE,PAX,BAT,HEDG,TUSD,VET,DCR,THX,QTUM,VSYS,RVN,ZB,THR,BTG,ZRX,ABBC,EKT,OMG,INB,KCS,LSK,NANO,MB,VITAE,KBC,DGB,OSC,REP,BTT,ALGO,SLV,HOT,BCD,WAVES,XIN,SXP,ICX,SAI,BCN,THETA,BTS,MONA,HC,MAID,MXM,QNT,KMD,NPXS,SC,NRG,BXK,SNX,FXC,BDX,BTM,IOST,DTR,ARDR,RIF,XVG,FTT,ZIL,ETP,AOA,STEEM,NET,GNT,AE,MCO,NEXO,NEX,ENJ,BCV,CCC,SNT,LAMB,OKB,WIX,BF,CRPT,ELF,XZC,BZ,DRG,ETN,BCZERO,PLC,CIX100,NEW,EURS,BEAM,JCT,SEELE,REN,WIN,ELA,BNK,FCT,CVCC,RDD,BQTX,GRIN,KNC,WTC,LRC,LOOM,MANA,STRAT,FNB,USDK,XMX,GXC,SOLVE,DENT,DGTX,ORBS,DGD,ODE,VERI,QBIT,NULS,ZEN,NAS,R,LA,MATIC,BTC2,PAI,CVC,QASH,AGVC,BHT,BHD,ANT,WICC,FUN,ECOREAL,WAXP,FAB,AION,DX,ENG,SAN,PZM,VEST,FST,BNT,BOTX,FET,XAC,FTM,ATP,BHP,WAN,ARK,TOMO,LINA,FX,POWR,BTU,PPT,IGNIS,GT,TNT,TRUE,BRD,ADN,GRN,ULT,EDO,HYN
2019-10-06,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XLM,ADA,TRX,LEO,XMR,LINK,MIOTA,HT,DASH,XTZ,ETC,NEO,ATOM,MEXC,USDC,MKR,CRO,XEM,ONT,INO,DOGE,ZEC,PAX,BAT,HEDG,TUSD,VET,DCR,QTUM,THX,VSYS,RVN,ZB,BTG,EKT,THR,ZRX,OSC,OMG,INB,SXP,HOT,ABBC,LSK,SLV,NANO,KCS,REP,DGB,WAVES,BTT,ALGO,BCD,KBC,XIN,ICX,SAI,MB,MONA,BTS,THETA,BCN,CENNZ,QNT,KMD,FXC,HC,MAID,SC,BDX,BXK,IOST,SNX,VITAE,GAP,NRG,BTM,ARDR,DTR,XVG,NPXS,NET,ZIL,FTT,NEXO,AE,RIF,STEEM,XZC,GNT,ENJ,MCO,AOA,CRPT,SNT,MXM,BF,ELF,OKB,NEX,WIX,FNB,ETN,SEELE,FCT,BCZERO,BZ,CIX100,ETP,EURS,REN,PLC,BCV,XMX,XLAB,STRAT,BEAM,NEW,SOLVE,BNK,KNC,LAMB,ELA,DRG,GRIN,LRC,CVCC,MANA,WTC,USDK,RDD,JCT,BTC2,NULS,BHD,CVC,WIN,BQTX,MBC,GXC,DGTX,NAS,ZEN,QBIT,QASH,ENG,BHT,DGD,LOOM,PAI,VERI,ORBS,AGVC,AION,R,FUN,WICC,LINA,TNT,MATIC,PPT,ANT,BOTX,LA,DX,BRD,WAXP,FAB,FET,GRN,BHP,EDO,BNT,TOMO,BTU,ATP,MDA,WAN,ARK,SAN,ODE,VEST,XAC,PZM,POWR,IOTX,FST,RCN,IGNIS,GT,FTM
2019-10-13,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XLM,TRX,ADA,LEO,XMR,LINK,HT,MIOTA,DASH,XTZ,MEXC,ATOM,ETC,NEO,MKR,USDC,CRO,XEM,ONT,INO,DOGE,ZEC,BAT,PAX,HEDG,INB,VET,TUSD,ZRX,QTUM,DCR,RVN,THX,VSYS,ZB,BTG,THR,HOT,ABBC,EKT,OMG,PZM,SXP,DGB,ALGO,NANO,KCS,LSK,SC,BTT,BCD,REP,SLV,THETA,ICX,SAI,WAVES,XIN,KBC,BCN,MONA,GAP,BTS,SNX,KMD,CENNZ,FXC,QNT,HC,MAID,BXK,BDX,XVG,IOST,MCO,BTM,ARDR,CRPT,NRG,DTR,FTT,NEXO,MB,AE,GNT,AOA,RIF,ZIL,NPXS,ENJ,REN,STEEM,XZC,OKB,SNT,JWL,BF,ELF,VERI,NET,NEX,WIX,CIX100,BCZERO,BZ,BCV,SEELE,ETN,NEW,PLC,EURS,STRAT,FCT,MANA,XMX,MATIC,DCN,KNC,WTC,CVCC,DGD,BEAM,ELA,RDD,GXC,WIN,BTC2,LRC,BNK,GRIN,MBC,PPT,SOLVE,USDK,DGTX,JCT,MXM,ETP,BRD,QBIT,AGVC,CVC,DX,BQTX,RLC,ANT,ODE,FUN,FET,NULS,PAI,ZEN,BHD,NAS,BOTX,SAN,IOTX,FNB,LAMB,AION,FAB,QASH,R,ARK,TNT,ENG,WICC,GRN,LOOM,FTM,WAXP,LA,WAN,TOMO,LINA,BHT,MDA,BMC,DRG,XAC,HBAR,MB8,ORBS,BNT,BHP,VEST,TLOS,ATCC,POWR,MOF,RCN
2019-10-20,BTC,ETH,XRP,USDT,BCH,LTC,BNB,EOS,BSV,XLM,TRX,ADA,LEO,XMR,LINK,HT,MIOTA,DASH,XTZ,MEXC,ATOM,ETC,NEO,MKR,USDC,CRO,XEM,INO,DOGE,ONT,BAT,ZEC,PAX,INB,HEDG,ZRX,VET,TUSD,ABBC,QTUM,THX,PZM,DCR,LUNA,RVN,HOT,ZB,THR,BTG,SXP,CENNZ,EKT,OMG,VSYS,NANO,SNX,KCS,LSK,ALGO,DGB,REP,BTT,BCD,EON,SC,SAI,XIN,KBC,ICX,WAVES,THETA,SLV,MONA,BTS,GAP,BCN,QNT,KMD,BXK,BDX,HC,BTM,MAID,NRG,BF,XVG,NEXO,MXM,MCO,FXC,IOST,DTR,AE,FTT,ARDR,STEEM,CRPT,MB,OKB,AOA,GNT,ZIL,ELF,ENJ,JWL,REN,SNT,NEW,XZC,NPXS,NEX,NET,MX,SEELE,RIF,SOLVE,CIX100,BCZERO,PLC,EURS,TNT,CHZ,DGTX,ETN,BZ,VERI,GXC,STRAT,XMX,MANA,KNC,MATIC,WIX,ELA,DCN,ODE,BRD,ZEN,WTC,BCV,RDD,LRC,WIN,JCT,USDK,FCT,AGVC,DX,LA,ETP,CVC,BNK,QBIT,RLC,BOTX,BTC2,PAI,BQTX,DGD,R,MB8,FET,GRIN,BEAM,NAS,NULS,FAB,WICC,ANT,AION,FUN,ENG,MOF,LOOM,QASH,BHT,WAXP,BNT,PPT,ARK,FTM,DRG,XAC,WAN,HBAR,BHP,EDC,TOMO,BHD,FNB,GT,TLOS,FST,DENT,ORBS,IOTX,GRN,VEST,MBC,LINA
2019-10-27,BTC,ETH,XRP,BCH,USDT,LTC,EOS,BNB,BSV,XLM,TRX,ADA,XMR,LEO,LINK,HT,NEO,MIOTA,DASH,ATOM,XTZ,MEXC,ETC,ONT,MKR,USDC,CRO,XEM,INO,BAT,DOGE,ZEC,INB,PAX,HEDG,VET,QTUM,PZM,THX,TUSD,ZRX,DCR,ABBC,THR,HOT,BTM,RVN,BTG,LUNA,ZB,OMG,VSYS,CENNZ,KCS,CNX,EKT,NANO,SNX,SXP,BTT,BCD,DGB,LSK,REP,ALGO,SLV,SC,SAI,THETA,ICX,KBC,XIN,BTS,WAVES,EON,HC,BXK,BCN,BDX,IOST,MONA,QNT,GAP,KMD,MCO,AE,MAID,OKB,XVG,BF,FXC,ARDR,NEXO,NRG,RIF,FTT,CRPT,ELF,DTR,ENJ,ZIL,STEEM,MB,NEX,AOA,GNT,SNT,MX,REN,XZC,NEW,CIX100,BRZE,NPXS,RLC,SEELE,SOLVE,NET,GXC,BCZERO,VERI,ETN,CVCC,XET,ZEN,XMX,ELA,NAS,WIX,BZ,CHZ,PLC,EURS,PAI,DCN,MANA,MATIC,STRAT,VEST,MXM,MOF,FST,DGTX,BHD,WTC,LRC,ETP,PPT,JWL,KNC,BNK,WIN,BRD,BCV,DX,AGVC,BOTX,WICC,TNT,CVC,RDD,NULS,ODE,USDK,QBIT,LA,FAB,BQTX,LAMB,BTC2,TRUE,AION,TLOS,EVN,ATP,DGD,FCT,GRIN,FET,WAN,BEAM,XAC,ANT,GT,BHT,R,QASH,FUN,ECOREAL,YOU,ARK,ENG,BUSD,FTM,WAXP,LINA,EDC,DRG,LOOM,BHP
2019-11-03,BTC,ETH,XRP,BCH,USDT,LTC,BNB,EOS,BSV,XLM,TRX,XMR,ADA,LEO,HT,LINK,NEO,MIOTA,DASH,ATOM,XTZ,ETC,MKR,ONT,USDC,CRO,XEM,INO,PZM,DOGE,BAT,ZEC,INB,PAX,LUNA,VSYS,CENNZ,ALGO,CNX,NANO,REP,EKT,SNX,SLV,BTT,LSK,BCD,DGB,SAI,SC,XIN,EON,HC,ICX,THETA,IOST,WAVES,BTS,KBC,BXK,MONA,QNT,FTT,BDX,SXP,BCN,KMD,MCO,AE,OKB,GAP,XVG,CHZ,FXC,ARDR,MAID,NEXO,NRG,RLC,STEEM,ENJ,ZIL,RIF,SEELE,MB,AOA,ELF,BF,SNT,CRPT,ILC,GNT,NPXS,LAMB,REN,NEW,XZC,BRZE,CIX100,HPT,SOLVE,MOF,NEX,DTR,MX,NET,VERI,ZEN,WIX,CVCC,ETP,BCZERO,ETN,WIN,TT,EURS,ODE,GXC,VEST,XMX,BRD,AION,DX,BZ,STRAT,MANA,ELA,FST,MATIC,DGTX,PLC,WTC,NOAH,NAS,JWL,DCN,BOTX,PAI,NULS,BEAM,TOMO,BCV,LRC,KNC,BNK,CVC,TNT,LA,IGNIS,AGVC,PPT,BHD,USDK,QBIT,FAB,R,GRIN,TRUE,DRG,WICC,DGD,BTC2,ATP,ARK,HBAR,BQTX,FET,RDD,LINA,GT,WAN,ANT,YOU,NXS,FCT,XAC,LOOM,BHT,ENG,ORBS,ECOREAL,WAXP,QASH,MEXC,HEDG,VET,QTUM,THX,TUSD,ZRX,DCR,ABBC,THR,HOT,BTM,RVN,BTG,ZB,OMG,KCS
2019-11-10,BTC,ETH,XRP,BCH,USDT,LTC,EOS,BNB,BSV,XLM,TRX,ADA,XMR,LEO,LINK,HT,XTZ,ATOM,NEO,MIOTA,MKR,DASH,ETC,ONT,USDC,CRO,INO,XEM,DOGE,BAT,PZM,VET,ZEC,INB,PAX,DCR,HEDG,QTUM,MEXC,ZRX,THX,TUSD,HOT,BTG,THR,VSYS,CENNZ,RVN,OMG,NANO,ZB,ABBC,REP,XIN,BTM,LUNA,ALGO,CNX,EKT,SNX,DX,KCS,SAI,SLV,BCD,LSK,BTT,KMD,DGB,AOA,SC,HC,ICX,KBC,SXP,WAVES,QNT,GAP,EON,THETA,BTS,BCN,IOST,FTT,BXK,MONA,MCO,BDX,AE,OKB,XVG,MAID,SEELE,NEXO,RLC,NRG,ARDR,FXC,ZIL,RIF,MB,STEEM,ENJ,CHZ,JWL,NET,GNT,SNT,BF,BRZE,ELF,REN,ODE,XZC,NPXS,CRPT,ILC,NEW,CIX100,VEST,HPT,VERI,SOLVE,MX,NEX,MATIC,LAMB,ZEN,CVCC,WIN,GXC,MOF,BOTX,ETP,ETN,DTR,BCZERO,DRG,EURS,BZ,DGTX,LA,XMX,FST,ELA,AION,BHD,MANA,TT,STRAT,NAS,BCV,BRD,GRIN,WTC,PLC,BEAM,KNC,BTC2,BNK,PAI,NULS,FCT,MXM,IGNIS,LRC,TRUE,USDK,TNT,QBIT,CVC,PPT,WICC,AGVC,RDD,FUN,DGD,FTM,ARK,IOTX,FAB,R,GT,FET,RCN,MOAC,HBAR,YOU,BQTX,ECOREAL,WAN,TOMO,ANT,BHT,HYN,XAC,ATP,BUSD,EVN,WAXP
2019-11-17,BTC,ETH,XRP,BCH,USDT,LTC,EOS,BNB,BSV,XLM,TRX,ADA,XMR,LINK,LEO,HT,NEO,XTZ,ATOM,MIOTA,MKR,DASH,ETC,ONT,USDC,VET,CRO,BAT,XEM,INO,DOGE,ZEC,DCR,PZM,PAX,INB,HEDG,QTUM,CENNZ,MIN,MEXC,TUSD,ZRX,SNX,HOT,THX,OMG,VSYS,THR,BTG,RVN,REP,ZB,NANO,ABBC,ALGO,KMD,XIN,CNX,EKT,LUNA,SAI,KCS,LSK,BTM,BCD,BTT,DGB,SLV,ICX,SC,SEELE,SXP,EON,IOST,FTT,THETA,WAVES,HC,DX,QNT,KBC,GAP,XVG,BTS,MONA,MCO,RLC,BCN,AE,BXK,NEXO,MAID,OKB,ZIL,BDX,BTMX,ARDR,STEEM,ENJ,CHZ,NRG,MB,AOA,FXC,RIF,ELF,REN,SNT,GNT,ILC,UNI,BRZE,JWL,NEW,ZEN,BF,GRIN,NET,NPXS,VEST,NOAH,VERI,CRPT,XZC,CIX100,DTR,GXC,NEX,ETP,BCZERO,BOTX,SOLVE,HPT,ETN,EURS,DGTX,MATIC,BZ,FSN,WIN,LA,MOF,MX,AION,PLC,BEAM,XMX,STRAT,TNT,WTC,BHD,MANA,NAS,ENG,ELA,LAMB,PPT,KNC,BNK,BRD,PAI,IGNIS,FAB,NULS,FST,TT,USDK,LRC,FET,WAN,QBIT,DRG,ODE,FCT,IOTX,CVC,WICC,YOU,ECOREAL,DGD,ARK,FUN,RCN,FTM,AGVC,LEND,GT,BCV,TOMO,TRUE,RDD,WAXP,CTXC,HBAR,TLOS,R,LINA,QASH,HYN
